id,value1,value2,category
2221,-0.039853703010326244,79,A
2222,0.19414302142444256,87,B
2223,0.7077382974979413,56,C
2224,-0.3665937501969857,9,A
2225,0.02160875812336459,68,B
2226,-0.3801899568581326,26,A
2227,0.3006342221316759,48,C
2228,-0.25194741766562767,5,A
2229,0.09970766813492041,17,A
2230,-0.3133816195439027,24,C
2231,-1.3319688872460267,3,A
2232,0.9381851398855765,98,A
2233,-0.7525035520910947,17,C
2234,0.1931511843106612,42,A
2235,1.4790712812486937,76,A
2236,-1.3159702267665487,57,B
2237,0.6394616775957802,58,A
2238,0.30249033055059293,27,A
2239,-0.25118740600451195,72,C
2240,0.7801523506723138,29,B
2241,1.9765671292417506,89,B
2242,0.6237995245299134,9,B
2243,1.60343931747589,89,C
2244,-1.320828641809846,55,C
2245,-0.9359089445235034,85,C
2246,-0.810076176417608,67,A
2247,-0.0940751993020216,79,A
2248,-1.1649608006902932,84,B
2249,-0.5397638432384816,25,B
2250,-0.16327810408288598,14,A
2251,-0.6465433616246793,37,C
2252,-0.367701607264205,30,A
2253,0.6347338865094244,47,A
2254,-1.0362688235342778,43,C
2255,-1.3558575845586356,98,A
2256,0.02866892730418067,74,B
2257,-0.8477256238186331,74,A
2258,-0.4365251492766052,75,C
2259,0.2908522121836512,84,C
2260,0.5005592178472325,97,C
2261,-1.8002208230380854,3,B
2262,-0.6679788170773255,45,B
2263,0.7253850153843375,26,C
2264,0.5064495439996866,59,A
2265,1.0356189168626821,31,C
2266,0.13692372659806992,60,B
2267,0.17491763910321018,9,B
2268,-1.2921338731983865,23,C
2269,1.5833322330619326,9,B
2270,-0.1918162045469682,2,C
2271,0.5965472047467704,10,B
2272,-0.7659104626846813,29,A
2273,0.9988122133003475,57,B
2274,0.725274617084393,37,B
2275,-1.4547698449137394,26,C
2276,1.3401458209807633,29,A
2277,1.7193958238416795,58,A
2278,-1.4024778582571633,3,C
2279,0.8471802600939984,64,C
2280,1.4310378799153942,10,B
2281,0.33232845373646774,37,A
2282,-0.9796052972508273,62,B
2283,-0.13172513172566164,6,B
2284,-1.4448596030538343,43,A
2285,-0.7016037779065147,8,B
2286,-0.5911726197893521,5,B
2287,1.5045094170286926,54,A
2288,0.13966394904558468,34,B
2289,0.28126077137273525,64,B
2290,-0.07835111841546451,91,A
2291,-0.8939216125365067,97,C
2292,0.31679430510110773,50,A
2293,1.7584224795954537,44,B
2294,-0.40463265466010695,41,C
2295,1.954703047177105,91,A
2296,-0.6165664985295638,90,A
2297,1.606355695770215,40,A
2298,-0.3541196757656854,69,A
2299,-0.02873689336563812,27,B
2300,-0.8135566538820976,57,B
2301,0.9069114384915417,10,C
2302,0.678695142102628,68,B
2303,-0.3956614614459526,87,A
2304,-0.4177828128771627,94,C
2305,0.35552404028117546,8,B
2306,-2.488652938653534,39,B
2307,0.4145447263963645,45,C
2308,-0.4451014516733804,49,A
2309,1.404139922891419,20,A
2310,-0.5101120809401297,33,C
2311,0.47117250079237394,59,C
2312,-0.5706676327703712,6,B
2313,0.7891056459483585,87,B
2314,-0.8500936023688686,8,A
2315,0.5653860844237854,44,B
2316,1.5366328854757951,11,B
2317,-1.0299246515290643,88,A
2318,-0.6764155388435747,18,A
2319,1.6485733254250756,78,B
2320,0.7725150566497743,88,A
2321,-1.5713197276575936,11,C
2322,-0.9581431851817265,56,A
2323,-0.22104813091866832,87,B
2324,-0.11458882865405504,1,A
2325,0.68023355015415,15,B
2326,0.7943920451134987,14,B
2327,-0.01846333708480365,96,A
2328,-0.879756776325007,85,C
2329,-1.5767099566609384,5,B
2330,0.4229423730864608,18,B
2331,-1.3169412136184524,65,B
2332,-1.1209694473293936,61,C
2333,-0.07664384282069507,71,A
2334,-1.2859020691169678,55,C
2335,-0.5174736893070215,44,C
2336,0.80789205728387,71,A
2337,-0.25369879605671314,79,A
2338,0.9149087668757064,60,B
2339,1.6625329968240892,38,C
2340,2.370116960359183,25,C
2341,-1.1521922922797638,69,C
2342,0.3936070553492447,66,B
2343,1.2531908673473926,82,C
2344,-0.45417386721449926,5,C
2345,0.4175015432117891,15,B
2346,-2.00518996559472,86,B
2347,-0.07290889983708945,39,C
2348,0.8143581984164464,63,C
2349,-0.963175414143975,58,C
2350,0.763190743310625,99,C
2351,0.9327782196526218,12,B
2352,-0.4701958875533967,21,B
2353,0.285457591149796,3,B
2354,0.058411540775713096,92,C
2355,-0.22208660355605922,65,A
2356,-0.3423128146705932,95,C
2357,-0.9673223025819433,14,C
2358,0.7181614258107067,96,C
2359,0.593331238214194,82,A
2360,-0.837843228840525,29,C
2361,0.4121278530410636,14,C
2362,-1.8343563189078502,5,B
2363,1.855817429258168,22,C
2364,-2.098950974029372,48,A
2365,-0.5871129911415142,32,A
2366,0.16005304111718952,28,C
2367,0.505711227459564,6,C
2368,0.4171839829707028,61,A
2369,-1.6242522278226978,66,A
2370,-0.3147369611963381,64,A
2371,-0.04938301321353274,76,C
2372,-1.357015429586483,38,B
2373,-1.154672504431844,43,C
2374,0.6434625606662945,86,C
2375,0.48797989859641777,34,B
2376,-1.5134129269339602,33,C
2377,0.3343423152184071,3,C
2378,-1.023540805945312,80,A
2379,0.4128216819849966,62,B
2380,-0.7885355901937158,80,B
2381,0.6387018087268721,61,B
2382,0.21062658135049359,3,C
2383,1.7420342340421322,98,C
2384,1.0189664531188898,29,C
2385,0.13917846011301252,42,B
2386,0.03129062742487548,10,B
2387,0.17433959327335383,93,B
2388,-0.39006299821538537,69,A
2389,0.01476618593483041,86,A
2390,-1.0628733729638615,62,B
2391,-0.37442854232204836,34,A
2392,0.2571001399496343,10,B
2393,0.726642493229227,62,C
2394,1.0657710693635614,68,B
2395,-1.3053385869193637,48,C
2396,-0.3072095464131971,19,B
2397,-0.2680844816046647,46,C
2398,0.23673197309774902,62,B
2399,0.5437887413321453,19,C
2400,0.7502125406408827,8,A
2401,-2.591899491519033,69,C
2402,-0.11355877524273986,22,B
2403,0.29765854431272765,83,A
2404,-0.27195490964557173,17,C
2405,1.420465835714701,2,C
2406,0.07244297867202569,37,A
2407,1.3776120282616788,1,B
2408,-0.4410854493185939,1,A
2409,0.5779149417035315,16,C
2410,-0.5846570937396389,64,B
2411,-1.3668280804368544,84,A
2412,-1.9215760562396251,17,A
2413,-1.8330543976108193,37,B
2414,0.517497769979266,17,A
2415,-1.544695759634905,17,A
2416,1.6437814328942038,80,B
2417,0.47662423882716104,46,A
2418,-1.336939820197552,19,B
2419,-1.1432402888891073,56,C
2420,-0.23414193342401124,79,C
2421,0.267247711510947,46,B
2422,-0.8482479237236314,5,A
2423,1.4142221800784058,90,B
2424,-1.045611518071824,26,C
2425,-0.6945608083931468,85,C
2426,0.5388560298171705,70,A
2427,0.015419742402305193,79,C
2428,-1.3817035168813492,70,B
2429,0.026726139830103402,34,A
2430,1.3853347259151165,96,C
2431,1.9141900884643628,58,C
2432,0.6282786748967147,47,A
2433,0.6881630169000079,72,C
2434,0.12295026149702251,30,C
2435,-1.285465504187102,24,C
2436,-2.211769036177425,60,A
2437,0.980932155377938,19,A
2438,0.38432712751338705,50,C
2439,-0.40416846821839975,23,B
2440,0.8637793634522286,5,A
2441,0.06967868390532393,3,C
2442,1.2199005000222654,56,A
2443,-1.7816646668575642,34,A
2444,0.4660430739625108,15,A
2445,-0.1670986558588112,18,B
2446,0.38356459371015406,61,B
2447,0.3000168854261918,70,C
2448,-0.17857769930886988,14,A
2449,0.17921773260930693,31,B
2450,0.5095681449577578,36,C
2451,-1.5672890249368312,14,C
2452,-1.8376381759528804,42,A
2453,1.3826798946022802,60,C
2454,0.4146121592557648,81,C
2455,-1.5234491262561283,75,B
2456,1.399744871745607,91,A
2457,-0.02736747383571991,23,A
2458,0.2962595354230568,46,C
2459,-0.8940432740000211,38,A
2460,-0.7663497058615919,86,A
2461,-0.7170611049509499,49,A
2462,-0.09401252419205887,52,B
2463,-0.518896062277275,62,A
2464,-0.2520935695052883,12,C
2465,0.7962067347655047,2,C
2466,0.34543528686260616,68,B
2467,0.39488627246960833,27,C
2468,-1.6009384792907295,79,C
2469,0.3057515523657772,62,A
2470,0.40914469330624303,95,B
2471,0.2230329712712588,82,B
2472,0.950471836158103,85,B
2473,0.33181201800917914,31,C
2474,0.6442626965409667,34,C
2475,2.309736305009536,84,A
2476,-0.41521923024483726,20,C
2477,0.6825506678903644,55,A
2478,1.07497644331862,18,B
2479,1.1299309839091447,72,B
2480,0.7459489571470898,38,A
2481,-0.1449874716497003,51,A
2482,-0.820311511717851,43,A
2483,-2.0549933071338216,2,C
2484,2.2590103092811207,74,C
2485,-1.0577543108978855,69,A
2486,0.2943852462330484,80,C
2487,-1.8922594946765579,77,B
2488,-0.7760588233658957,98,B
2489,-0.16234886080723754,24,B
2490,-0.31240189467593366,33,C
2491,0.307156354165092,47,B
2492,1.489277112643708,55,B
2493,-0.6788405993155994,82,A
2494,-0.2728019996599017,67,B
2495,0.2785037622483945,46,C
2496,0.8915171234240039,6,B
2497,0.5863744449125518,25,C
2498,0.041023081062923364,82,B
2499,-1.5888841003792904,28,C
2500,-1.5360492448590208,36,A
2501,2.8161735568969686,79,B
2502,-1.1573792917917787,91,B
2503,1.0230928310642295,31,A
2504,-1.3423852683155209,50,B
2505,-1.9065520850845503,49,C
2506,0.9698612831087817,96,A
2507,0.24476420073864447,32,B
2508,-0.4528356513027755,89,B
2509,-0.04868972024824931,99,B
2510,-0.4149121395465008,2,A
2511,-1.3336869737606063,61,C
2512,-0.7741460580395283,42,C
2513,-2.515467714463822,94,C
2514,-0.13478099743045951,69,C
2515,0.10865456925635843,67,C
2516,0.04687201902735355,27,A
2517,0.24270705728693853,49,B
2518,-1.1463386126562791,73,A
2519,1.0203743691655798,29,B
2520,0.0869637353093499,82,A
2521,-0.9716817811525936,54,B
2522,1.0755496697100637,54,C
2523,-1.194159650728158,79,C
2524,-2.3402682669292716,71,B
2525,-1.0396445984135851,41,A
2526,-0.13555296900294372,93,A
2527,0.719439884355064,5,A
2528,-2.269707439152723,65,B
2529,1.7644300415322824,63,A
2530,1.1716079255608545,80,A
2531,-0.9863847173062547,66,B
2532,0.06818642415136511,9,C
2533,-0.46299993807372297,29,C
2534,-0.27110323423391397,58,A
2535,1.6543394600666452,52,B
2536,0.37505338432878643,90,A
2537,-2.0721256072259076,82,B
2538,-0.3172233701780935,24,C
2539,0.5348476009002064,53,A
2540,0.09075513555666259,10,A
2541,1.4408606516409954,90,A
2542,1.5717642240299576,55,A
2543,0.6351157790955876,67,A
2544,0.4798499841666133,69,B
2545,1.1606240616553254,73,B
2546,-1.720286644830232,72,C
2547,-0.3572438356382455,9,C
2548,1.2436001263564718,74,C
2549,-0.08664244629698746,23,B
2550,0.6258140765104113,48,C
2551,0.8048173154164517,78,B
2552,0.6904639069652567,69,C
2553,0.1699083910259126,75,A
2554,1.9280503840893102,77,C
2555,1.6123396497164748,81,B
2556,-0.6579026374139466,73,C
2557,0.9670592339178601,64,B
2558,1.2874397990088313,53,B
2559,1.0036592626805176,31,C
2560,-1.0531950809697577,60,B
2561,0.29143006171435104,22,B
2562,0.5835681689303536,58,C
2563,-0.23238181991886134,51,A
2564,2.218125834770764,87,B
2565,0.681848413223438,99,B
2566,0.08069279764121583,18,A
2567,0.34586539234497576,64,B
2568,0.3060240794343055,25,B
2569,0.734079275798616,80,B
2570,0.05968552084385431,38,A
2571,0.6366232655958961,44,B
2572,1.533192592329016,23,A
2573,-2.0968511323993386,18,B
2574,-0.03971880143712002,28,A
2575,0.10076816738635637,94,C
2576,-1.0741667979027067,43,A
2577,0.24012043439838596,94,C
2578,0.445677826030535,71,A
2579,0.6720728751974503,56,C
2580,-0.4653468626593281,19,B
2581,0.8473904134275515,14,C
2582,-0.6977502760462775,81,B
2583,-0.4828632452454364,91,A
2584,0.4034757253789051,18,A
2585,-2.3277085207828727,70,C
2586,2.1234526743757884,62,B
2587,-0.11049561540254722,21,B
2588,-0.5590206319501684,8,C
2589,1.5398514994549766,64,B
2590,-1.4340476439564565,24,B
2591,1.6918492092315605,2,B
2592,0.3333282732392934,50,C
2593,-1.720929765532035,46,C
2594,-1.6689244129662721,66,A
2595,-0.11439393720531368,18,B
2596,-0.8858157346684424,69,B
2597,0.033331333133831145,5,A
2598,1.040035637345259,14,C
2599,1.3311400939526907,98,C
2600,-0.11956705742734029,19,A
2601,-1.5009214002614282,93,A
2602,-0.5811486480404087,1,A
2603,-0.762227453051974,48,B
2604,0.328410216682372,37,C
2605,0.40860923961845086,81,A
2606,-0.774020764209206,96,A
2607,1.083215197192686,47,B
2608,-0.983688299080704,65,B
2609,-1.6081025565937657,27,A
2610,-0.5129127792329689,74,A
2611,0.7008367795581314,24,C
2612,0.07126166284908415,73,B
2613,0.6800679482742406,55,B
2614,0.14154113552159642,69,A
2615,1.7900926795685363,81,B
2616,-0.2600872336158705,27,B
2617,1.0606593795830435,83,C
2618,-0.05049355294320264,92,B
2619,0.2499584916182742,53,C
2620,0.5141120586180897,86,A
2621,0.80152676450078,56,C
2622,1.907653615297248,56,C
2623,0.9668350060977805,82,B
2624,-0.05528582699878825,76,C
2625,-0.6330374843642991,53,A
2626,1.4477692314404107,36,A
2627,0.41611045035940947,41,C
2628,-0.3053581921407237,6,A
2629,-0.0899374067586939,6,B
2630,0.28170903138790476,49,A
2631,0.47983618441658915,4,C
2632,0.9290995301932273,89,A
2633,1.0099449048200175,67,C
2634,-1.4453206980346263,43,A
2635,-0.9558295795980172,57,C
2636,-0.33449172783105346,66,B
2637,1.2473455165164626,25,A
2638,-0.4499579159770648,63,A
2639,0.8395469003513173,22,B
2640,-1.2917988949387198,26,A
2641,-0.7246502311660926,77,C
2642,-0.8690241827011228,78,C
2643,1.052632008651741,8,C
2644,-1.6819275160305431,42,C
2645,0.9074283474209605,87,B
2646,-0.8524607710821152,70,C
2647,-0.8800077526778518,98,A
2648,-2.262455789955796,56,C
2649,-0.9610827341152695,24,A
2650,-1.1086800207608651,13,A
2651,-0.3776975917210394,58,A
2652,-0.4523938289933425,61,C
2653,0.4624188051849373,55,A
2654,0.2756002156433759,90,C
2655,-1.1368197214987394,29,C
2656,-1.1306648870276341,70,C
2657,0.27795615198176754,99,A
2658,-1.7660238149369427,80,C
2659,1.25304272572444,3,C
2660,1.0708326378498667,24,A
2661,0.0838728770036192,54,B
2662,-1.7735225084293402,84,B
2663,0.10782694583057627,31,B
2664,0.23002571227307153,84,C
2665,-0.7885127338869649,85,B
2666,-0.7246318634531942,55,C
2667,0.9161561083809712,48,B
2668,-0.24381472132158125,15,A
2669,0.2965266633297492,3,C
2670,-0.01294945623202531,79,C
2671,1.7358272928342495,42,A
2672,0.7671588071537452,88,A
2673,0.43141357094935984,63,A
2674,-0.31075356624185746,69,C
2675,2.053245566160209,72,A
2676,-0.8421836081994295,4,C
2677,-0.7972818295173167,27,B
2678,-0.5579975531126222,71,C
2679,-1.2003237817863102,12,A
2680,-0.7253531602367215,83,B
2681,-0.25702670917995335,20,B
2682,-0.09725909540216043,92,B
2683,1.076385452590738,28,C
2684,1.2714611110567702,64,A
2685,0.8382359767161238,3,A
2686,0.6171935471108723,73,A
2687,-0.5216813271231268,20,B
2688,-1.0466260338009028,73,B
2689,-0.6610262132806066,8,C
2690,-1.0302945168053492,65,C
2691,-1.0261018419227512,37,C
2692,0.3279786708418145,85,A
2693,0.19301102598269113,58,C
2694,-0.9103647643003961,53,B
2695,0.22341290174860276,38,A
2696,-0.7065930260362985,31,B
2697,1.53290663935612,12,A
2698,-1.8710444570429785,91,C
2699,-1.1364254524568012,78,C
2700,-0.010193584784435241,21,C
2701,1.3972798939683442,84,C
2702,1.4511884881582768,61,C
2703,0.24482989439084726,23,B
2704,-0.7823361713213631,86,B
2705,-0.5562364042286398,80,B
2706,-0.9377166088708248,97,C
2707,0.1181626170299613,41,B
2708,-0.32064180825165595,53,A
2709,0.18728116478146245,61,B
2710,-2.0422974293999436,51,A
2711,-1.6522318547844683,41,B
2712,0.18054277298574067,4,A
2713,1.1408466568335884,59,A
2714,-0.5802842507224835,19,C
2715,-0.767947340189301,80,C
2716,1.4229134970844304,4,A
2717,0.3288000662739542,70,B
2718,1.526565089720102,64,C
2719,0.3214087560702824,72,A
2720,2.4160809079879724,16,B
2721,1.3325096049037668,2,B
2722,-0.97038762495022,92,C
2723,-2.6339543329750503,97,A
2724,-0.8966216624138317,49,B
2725,0.7250776072468458,57,C
2726,-1.5133651449898742,16,B
2727,-0.45441250976313996,55,B
2728,-0.5804488542286573,70,A
2729,-0.8945437151141191,85,A
2730,-0.16055321520182064,85,B
2731,0.6437802133330347,25,A
2732,0.9523952405636048,73,A
2733,0.17300314725812033,76,C
2734,0.29953780933536367,71,B
2735,1.2010248593620116,19,A
2736,2.2252679243768547,98,C
2737,-1.2748668699905594,72,A
2738,0.1315805869973086,79,C
2739,-0.7808151055522505,52,C
2740,0.2289054983878534,66,A
2741,0.20354689516674393,81,C
2742,1.0301405512016113,8,B
2743,-0.26063572931241746,5,A
2744,-1.9211363198132512,15,C
2745,0.739564377915599,16,A
2746,0.6207958372540687,10,A
2747,-1.3794613247925023,56,B
2748,-1.9824882218811786,97,B
2749,0.2003466755790796,97,B
2750,-0.44625650115788157,70,C
2751,-1.8534968080458163,80,A
2752,0.7293020560747491,95,B
2753,2.407170099432528,73,A
2754,-0.5193113174504669,11,B
2755,-0.062464068514706,34,C
2756,-0.42997978518813657,55,A
2757,0.6875462584354224,68,C
2758,-0.3413183463707936,54,A
2759,0.6565368912303724,84,B
2760,0.6641880922259543,57,A
2761,-1.2989738116760368,69,C
2762,-0.6271113599830088,77,C
2763,-2.4218305310262807,94,C
2764,1.4858396814751944,71,B
2765,-0.4481751564247026,27,A
2766,1.335561692192929,76,C
2767,-0.3623415742726082,76,C
2768,-0.7172991103150902,26,B
2769,0.49708994432014003,63,A
2770,0.8231527777345871,52,B
2771,0.5344484110405089,15,A
2772,-1.1757755391842715,16,B
2773,-0.05026439216352493,39,A
2774,-0.18651639611501997,19,A
2775,-0.20412675066398708,42,B
2776,-0.6683335629182617,68,C
2777,0.3005565072349244,99,C
2778,-2.227593020739099,64,B
2779,1.3522111700240758,77,B
2780,-0.3083798492224883,89,B
2781,1.016142190849162,16,A
2782,0.12303053946142445,9,C
2783,-1.1048299174448462,45,C
2784,1.175913250261177,67,A
2785,0.8065836998181657,85,A
2786,-0.48443619697438217,57,B
2787,-0.6134570589889824,83,B
2788,0.8446779126814941,98,C
2789,0.6805620549584925,17,A
2790,0.49031937649197027,63,A
2791,0.4538461305558175,52,B
2792,2.147072304980826,82,C
2793,-0.5879033506353779,30,A
2794,0.8965699633367623,2,A
2795,-0.446828655732196,12,B
2796,-1.4078638254365463,10,B
2797,-0.7797838906858927,68,B
2798,-0.7858951240034432,81,B
2799,1.5351429739011886,95,C
2800,-0.04160950911560074,46,A
2801,-1.8926159834331522,7,B
2802,-0.4621406233604384,78,A
2803,-0.5051780341907044,15,A
2804,-1.5930918902623852,5,B
2805,0.4280733258084192,37,B
2806,-1.3399007766628575,30,A
2807,0.05701884780362955,56,C
2808,0.08357159286444572,2,A
2809,1.0159677121560182,10,C
2810,0.5511347447241969,47,C
2811,-0.34744978690100586,50,A
2812,1.611837129491415,91,B
2813,-0.283589219299811,43,C
2814,-0.8024674193182956,42,C
2815,0.4714792410084791,35,B
2816,1.1880833034057077,48,C
2817,-0.5414037293021922,46,A
2818,-0.4369589863240565,43,B
2819,-0.6407162468835256,70,A
2820,0.08547059569045916,8,A
2821,-1.0730025775422163,12,B
2822,1.2900099034441965,60,B
2823,0.6625793277407297,57,B
2824,0.06403241055810707,10,C
2825,-0.5480864518900626,71,C
2826,0.14749258078442837,93,A
2827,0.08303743986555408,98,C
2828,-0.540815000599353,88,A
2829,-0.19146172258620897,88,C
2830,-1.5824317871728468,45,C
2831,-0.4477739895297157,51,C
2832,0.27987463061802564,78,A
2833,-1.0059625625291713,69,C
2834,0.16386359645643708,8,C
2835,-0.8918046522558541,95,C
2836,-0.385732011557707,25,C
2837,-0.938490482867739,20,B
2838,-1.4000951410879048,84,C
2839,0.027301443856371455,17,B
2840,0.5295691039732167,15,A
2841,-0.5385355459879902,63,A
2842,0.3621878595076036,76,C
2843,1.3704282694702357,18,C
2844,-1.0038606287302332,96,A
2845,0.7470256902853387,84,C
2846,0.5599244372299524,83,C
2847,-1.293045965891887,14,C
2848,-0.3594187866833371,99,A
2849,-1.0400759606442704,30,A
2850,-1.1702821045955878,85,B
2851,-1.851197841035797,56,A
2852,1.287174383924584,40,C
2853,-0.10855869771090337,34,A
2854,1.1630243147560257,77,A
2855,-1.1362181603677073,59,B
2856,0.5801645135533021,86,B
2857,1.7064170241595706,17,B
2858,-0.8921421752428711,73,A
2859,0.10022531993026156,50,A
2860,3.1685215745906787,22,C
2861,2.055647302500034,2,C
2862,1.394359920948615,54,C
2863,-1.1420040268007554,43,C
2864,1.2657414299654186,6,B
2865,0.27469422451200803,74,C
2866,1.0931127599952921,76,A
2867,-0.10841375740086039,61,C
2868,0.08747807722492341,66,A
2869,-0.15257965975754093,19,C
2870,-0.7854297595978459,69,A
2871,1.7987812455134118,58,B
2872,-0.2314861621600232,27,A
2873,0.43623170694844243,29,C
2874,1.970754910228977,44,A
2875,0.3811966858288496,51,B
2876,-0.8193010404051058,39,B
2877,1.379487015941111,17,A
2878,-0.8953002720730646,43,B
2879,-0.20822342684206396,10,B
2880,0.7412471433131836,3,A
2881,0.7491021085750358,6,C
2882,0.04437323275000927,82,A
2883,0.8639513032046919,48,C
2884,0.19980919065071479,88,A
2885,-0.9008577272430872,48,C
2886,0.5036268640706794,36,C
2887,0.03957860819913201,59,C
2888,0.3857573895963333,85,C
2889,0.18879753326084445,79,C
2890,-0.5063521758873393,22,C
2891,0.7991363626983384,49,B
2892,0.7570748898954225,87,B
2893,-1.1399861848713364,36,B
2894,1.1467677707142396,20,B
2895,-0.27268527979546425,82,A
2896,-0.670232752248309,12,C
2897,1.2453631505745286,80,C
2898,1.1401282351708555,39,A
2899,0.5102698910808624,14,C
2900,-1.6825278726419428,69,A
2901,-2.1913903555530263,95,C
2902,1.2356904470246746,21,B
2903,0.12201436510782103,67,C
2904,-0.44343076504935847,47,B
2905,0.6849209249095914,9,A
2906,-0.8659486538957263,84,B
2907,0.9253701054213972,28,C
2908,0.3321264651554209,32,C
2909,-1.0302137837048275,68,A
2910,-0.5603945434282047,86,C
2911,-1.0348924770778287,17,B
2912,-1.127719059425638,30,A
2913,-0.7244133033473679,92,C
2914,-0.118680296881554,8,B
2915,0.2661681099598767,27,C
2916,-0.6795851438483884,67,B
2917,0.5293013523154242,26,A
2918,-0.854256482361549,31,B
2919,2.5371677827174555,29,A
2920,0.15836511969951814,90,A
2921,1.2871095043889615,7,A
2922,0.9441695621764181,83,C
2923,1.320963248427705,27,A
2924,0.1220213230023089,39,A
2925,-0.03865437093982897,67,B
2926,-0.7833367666230646,79,B
2927,0.08244669196327234,76,A
2928,0.13873604962119818,35,A
2929,-0.6803933406460079,62,A
2930,1.5583546711038425,60,B
2931,0.5295062783144137,87,C
2932,0.9493972884307912,55,B
2933,-1.77837628402642,54,A
2934,-0.5252035408123558,90,C
2935,-0.38385095772505956,96,C
2936,-1.7944202422647182,81,B
2937,-0.16702394916403163,89,C
2938,-0.31956194128126286,83,B
2939,-0.992194193729909,31,B
2940,0.6466588835973105,61,A
2941,-0.8088142158060374,48,A
2942,0.2654805145250311,63,C
2943,-3.3423553404572774,82,A
2944,0.32436275483192,55,B
2945,1.4193616969223957,56,C
2946,-0.2709435086663891,71,A
2947,-1.419205553129082,65,A
2948,-0.48485874075274127,71,B
2949,0.9938896529961716,14,B
2950,0.20831670580301748,69,B
2951,-1.5409314081772227,24,B
2952,1.0807455601187905,56,C
2953,-1.163859610022342,18,A
2954,2.1951613008542563,43,B
2955,0.015165876779636999,25,A
2956,-0.11157793089186187,84,B
2957,0.24088407191663008,54,B
2958,-0.43914265498819255,66,C
2959,0.3029211740620703,89,C
2960,1.1497134104448028,47,C
2961,-0.7361466216753716,53,B
2962,-0.5643613648355202,91,C
2963,-1.711352167464219,13,C
2964,-0.644664227869369,3,B
2965,1.0115394631494241,5,B
2966,-0.8828851350858791,84,B
2967,-1.0752917837883977,91,C
2968,0.8259346735770624,47,B
2969,-0.5798906172858456,89,A
2970,-0.06822383840321346,52,A
2971,-0.9556924586393474,97,B
2972,1.4977359802181995,5,A
2973,0.9720989073365686,64,B
2974,-0.8540457787235916,73,A
2975,0.8839859437381252,81,A
2976,-1.1870942268589098,60,B
2977,-2.0557787123945737,46,C
2978,-1.2043466144038553,22,C
2979,0.3587420218991277,63,C
2980,0.8088046281029666,20,A
2981,0.5939279743683289,56,C
2982,0.35678520394964874,14,C
2983,0.5356127179042707,46,A
2984,0.9406986654475377,74,B
2985,-0.7027496815220333,39,A
2986,0.7561492697935839,95,B
2987,0.090430830621602,42,B
2988,-0.8342776903119876,15,C
2989,-0.42826849882652857,89,C
2990,-0.3534513374829401,82,A
2991,1.2628030058436681,88,C
2992,-1.6528476856887586,24,B
2993,0.3617376317029029,6,A
2994,-2.1804143314396613,49,B
2995,-0.6500489749533716,24,A
2996,-0.7901261977545851,45,B
2997,0.39592853848993553,85,C
2998,-1.3217474785379648,22,A
2999,0.07304966213694392,31,C
3000,0.25040318737414374,50,B
3001,1.1709081798382872,51,B
3002,1.0636711676592412,79,B
3003,0.9134188982720736,55,B
3004,-0.8059833166032424,70,A
3005,-0.879116099969442,74,A
3006,0.52714621086139,90,B
3007,-1.1982558571720365,25,A
3008,0.09754209734750131,61,A
3009,-1.5651879467786203,9,C
3010,-1.6259424259366286,74,A
3011,0.2959350110664768,74,C
3012,0.27010663005557334,39,B
3013,1.3337780323510646,77,C
3014,0.1124364801137284,39,B
3015,0.27018016373584625,43,A
3016,0.018008129197338924,10,B
3017,2.0231479810099477,82,A
3018,0.3472028072080643,80,A
3019,0.004125705047191029,50,C
3020,-0.6548391075743549,1,A
3021,0.06424508884424737,13,A
3022,1.4634237080502308,62,A
3023,0.57535562273374,6,A
3024,-1.3095740192571694,63,A
3025,-0.5128532706431231,95,C
3026,-0.31088030337485173,59,C
3027,1.0744701390276745,82,C
3028,-0.5471266562985557,74,A
3029,-1.7804489474994545,83,C
3030,-0.5406208446069128,83,B
3031,-1.4533460084712102,59,A
3032,-1.8919880316790942,52,A
3033,1.5206719187800544,31,C
3034,-0.06685780279347144,15,C
3035,-0.338752910593623,20,A
3036,-0.16742414106680226,83,C
3037,-1.2709025825489917,95,A
3038,-1.1824023681563651,82,B
3039,-0.13791524439503652,61,C
3040,-1.3051613594419988,10,C
3041,0.5371908698521454,96,A
3042,0.15399848900691568,39,C
3043,0.45288574227615686,70,C
3044,-0.6022165821719081,12,C
3045,-0.4068475576251167,41,B
3046,-0.6908493218193595,34,A
3047,1.4750739177180543,36,C
3048,0.5721636927121575,61,A
3049,0.08242409910518718,57,C
3050,0.9342785232684355,49,C
3051,-0.39267694009288673,52,A
3052,0.4025546668909142,95,B
3053,-0.29689554880475066,72,B
3054,-0.11144874598084291,2,A
3055,1.134340342479719,61,A
3056,1.1755591574155582,13,C
3057,1.0238858321693134,47,B
3058,-0.5819039139625843,80,C
3059,-0.21742711122416003,28,C
3060,1.1042957708824686,1,C
3061,2.5261794999472884,93,C
3062,-2.1571457500102316,95,B
3063,-2.1382476693869994,45,B
3064,-2.1114550747235765,72,A
3065,-0.8402344010142434,85,A
3066,-1.1216235861565897,40,C
3067,0.11095385892791783,30,C
3068,0.5107687446260166,81,C
3069,-0.5077222135874855,11,C
3070,1.1985848607667826,6,A
3071,0.7916154805930027,95,A
3072,0.7563035748172261,55,B
3073,-0.24161705454109286,12,A
3074,0.19955514001943442,83,C
3075,2.1968099499834066,85,A
